source,prediction,detector,native,model,id
AI,Human,GPTZero,NA,GPT3,27
AI,AI,Quil,NA,GPT3,41
AI,Human,Crossplag,NA,GPT4,367
Human,Human,Sapling,Yes,Human,184
Human,Human,Sapling,Yes,Human,151
Human,Human,ZeroGPT,Yes,Human,99
AI,AI,Crossplag,NA,GPT3,14
AI,Human,ZeroGPT,NA,GPT4,911
AI,Human,HFOpenAI,NA,GPT3,564
AI,Human,HFOpenAI,NA,GPT4,923
AI,Human,Crossplag,NA,GPT4,655
AI,Human,HFOpenAI,NA,GPT4,340
AI,AI,GPTZero,NA,GPT4,103
AI,AI,Sapling,NA,GPT3,65
Human,Human,HFOpenAI,No,Human,277
AI,Human,Quil,NA,GPT3,384
AI,AI,ZeroGPT,NA,GPT3,638
Human,Human,ZeroGPT,Yes,Human,808
AI,Human,Quil,NA,GPT4,54
AI,AI,Quil,NA,GPT4,592
AI,AI,Sapling,NA,GPT4,312
AI,Human,Crossplag,NA,GPT3,620
AI,AI,Sapling,NA,GPT4,592
AI,Human,GPTZero,NA,GPT3,589
AI,Human,Crossplag,NA,GPT4,560
AI,AI,GPTZero,NA,GPT4,895
AI,Human,Sapling,NA,GPT4,614
Human,Human,Quil,Yes,Human,174
AI,Human,ZeroGPT,NA,GPT4,491
AI,AI,Sapling,NA,GPT4,660
Human,Human,HFOpenAI,Yes,Human,133
AI,Human,GPTZero,NA,GPT3,590
Human,AI,OriginalityAI,No,Human,495
Human,Human,Sapling,No,Human,390
Human,AI,ZeroGPT,No,Human,323
Human,Human,GPTZero,Yes,Human,814
Human,Human,Crossplag,Yes,Human,794
AI,Human,HFOpenAI,NA,GPT4,600
Human,Human,Sapling,Yes,Human,915
AI,Human,OriginalityAI,NA,GPT4,469
Human,Human,Quil,Yes,Human,133
Human,Human,Crossplag,Yes,Human,219
AI,AI,Sapling,NA,GPT3,579
Human,Human,HFOpenAI,Yes,Human,872
Human,AI,HFOpenAI,No,Human,296
AI,Human,OriginalityAI,NA,GPT4,581
AI,AI,HFOpenAI,NA,GPT4,138
AI,AI,OriginalityAI,NA,GPT3,571
AI,AI,ZeroGPT,NA,GPT4,136
Human,Human,Crossplag,Yes,Human,822
AI,Human,Sapling,NA,GPT4,624
AI,Human,HFOpenAI,NA,GPT4,581
AI,Human,Sapling,NA,GPT3,420
AI,Human,Sapling,NA,GPT3,381
AI,AI,Sapling,NA,GPT3,9
AI,Human,GPTZero,NA,GPT3,3
AI,Human,Crossplag,NA,GPT4,668
AI,AI,Quil,NA,GPT4,102
Human,Human,Sapling,Yes,Human,436
Human,Human,HFOpenAI,Yes,Human,466
AI,Human,HFOpenAI,NA,GPT4,500
AI,Human,GPTZero,NA,GPT3,605
AI,Human,GPTZero,NA,GPT4,43
Human,Human,GPTZero,Yes,Human,859
Human,Human,OriginalityAI,No,Human,546
AI,Human,Sapling,NA,GPT4,685
AI,Human,HFOpenAI,NA,GPT4,279
AI,Human,ZeroGPT,NA,GPT4,717
AI,Human,Crossplag,NA,GPT4,599
Human,Human,Crossplag,Yes,Human,759
Human,Human,OriginalityAI,Yes,Human,183
AI,Human,HFOpenAI,NA,GPT3,72
Human,Human,GPTZero,Yes,Human,827
AI,AI,Sapling,NA,GPT3,41
AI,Human,ZeroGPT,NA,GPT4,172
AI,AI,Sapling,NA,GPT3,656
AI,Human,OriginalityAI,NA,GPT4,506
Human,Human,GPTZero,Yes,Human,110
AI,AI,Crossplag,NA,GPT3,25
AI,AI,Sapling,NA,GPT4,156
AI,AI,ZeroGPT,NA,GPT3,905
Human,Human,OriginalityAI,No,Human,70
Human,Human,Sapling,No,Human,415
Human,AI,GPTZero,No,Human,351
Human,Human,Quil,Yes,Human,926
AI,Human,Crossplag,NA,GPT4,477
AI,Human,Sapling,NA,GPT4,428
Human,Human,GPTZero,Yes,Human,111
Human,Human,OriginalityAI,Yes,Human,445
AI,AI,Sapling,NA,GPT3,663
AI,Human,Sapling,NA,GPT4,454
AI,Human,Crossplag,NA,GPT3,642
AI,Human,OriginalityAI,NA,GPT4,674
AI,Human,OriginalityAI,NA,GPT3,918
Human,Human,Quil,No,Human,75
AI,Human,GPTZero,NA,GPT3,474
Human,Human,GPTZero,Yes,Human,210
AI,AI,HFOpenAI,NA,GPT4,160
AI,Human,Crossplag,NA,GPT4,606
Human,Human,ZeroGPT,Yes,Human,849
Human,Human,OriginalityAI,Yes,Human,819
Human,Human,Crossplag,Yes,Human,328
AI,Human,Crossplag,NA,GPT3,61
Human,Human,OriginalityAI,Yes,Human,917
Human,Human,HFOpenAI,Yes,Human,292
AI,AI,Crossplag,NA,GPT3,572
AI,Human,HFOpenAI,NA,GPT4,699
AI,AI,OriginalityAI,NA,GPT3,24
Human,AI,HFOpenAI,No,Human,242
AI,Human,Sapling,NA,GPT4,123
AI,Human,Crossplag,NA,GPT3,918
AI,AI,HFOpenAI,NA,GPT3,39
AI,Human,Crossplag,NA,GPT4,437
Human,AI,OriginalityAI,No,Human,453
AI,Human,GPTZero,NA,GPT4,511
AI,AI,Quil,NA,GPT4,393
AI,AI,Sapling,NA,GPT3,494
AI,Human,Quil,NA,GPT4,724
AI,Human,Quil,NA,GPT4,516
AI,Human,GPTZero,NA,GPT4,694
AI,Human,Quil,NA,GPT4,674
Human,AI,OriginalityAI,No,Human,545
Human,Human,GPTZero,No,Human,246
Human,AI,ZeroGPT,No,Human,62
AI,Human,ZeroGPT,NA,GPT4,506
AI,Human,HFOpenAI,NA,GPT3,507
Human,Human,OriginalityAI,Yes,Human,814
AI,Human,HFOpenAI,NA,GPT4,268
AI,AI,OriginalityAI,NA,GPT3,535
AI,AI,Sapling,NA,GPT3,905
Human,Human,ZeroGPT,Yes,Human,815
AI,Human,Quil,NA,GPT4,502
AI,AI,Quil,NA,GPT4,582
AI,Human,ZeroGPT,NA,GPT3,687
Human,Human,HFOpenAI,Yes,Human,898
Human,Human,HFOpenAI,Yes,Human,760
AI,AI,ZeroGPT,NA,GPT4,106
Human,Human,Crossplag,Yes,Human,144
AI,AI,OriginalityAI,NA,GPT3,638
AI,AI,OriginalityAI,NA,GPT4,411
AI,Human,GPTZero,NA,GPT3,507
AI,AI,ZeroGPT,NA,GPT3,566
AI,Human,ZeroGPT,NA,GPT4,705
AI,Human,HFOpenAI,NA,GPT4,376
AI,Human,Crossplag,NA,GPT3,512
AI,AI,Quil,NA,GPT3,689
AI,Human,ZeroGPT,NA,GPT4,155
AI,Human,Crossplag,NA,GPT3,68
AI,Human,Sapling,NA,GPT4,523
Human,Human,Sapling,Yes,Human,290
Human,Human,Quil,Yes,Human,224
AI,AI,HFOpenAI,NA,GPT3,659
AI,Human,HFOpenAI,NA,GPT4,404
AI,Human,ZeroGPT,NA,GPT3,522
Human,Human,GPTZero,Yes,Human,799
Human,Human,GPTZero,Yes,Human,775
AI,Human,Quil,NA,GPT3,4
Human,Human,Sapling,No,Human,76
AI,AI,Sapling,NA,GPT4,298
Human,Human,HFOpenAI,Yes,Human,753
AI,AI,HFOpenAI,NA,GPT3,35
Human,Human,ZeroGPT,Yes,Human,782
AI,Human,Sapling,NA,GPT3,384
AI,AI,OriginalityAI,NA,GPT4,675
AI,Human,ZeroGPT,NA,GPT3,42
AI,Human,Quil,NA,GPT3,221
Human,Human,Crossplag,Yes,Human,412
AI,Human,Quil,NA,GPT4,353
AI,Human,ZeroGPT,NA,GPT4,479
AI,AI,Crossplag,NA,GPT3,8
AI,AI,HFOpenAI,NA,GPT4,102
AI,AI,Crossplag,NA,GPT3,439
Human,Human,Crossplag,Yes,Human,210
AI,AI,Sapling,NA,GPT4,925
Human,Human,HFOpenAI,Yes,Human,294
AI,Human,HFOpenAI,NA,GPT3,732
Human,Human,Crossplag,Yes,Human,402
Human,Human,OriginalityAI,No,Human,76
Human,Human,OriginalityAI,Yes,Human,888
AI,Human,ZeroGPT,NA,GPT3,678
Human,Human,HFOpenAI,Yes,Human,771
AI,AI,Crossplag,NA,GPT4,105
Human,Human,HFOpenAI,Yes,Human,200
AI,AI,OriginalityAI,NA,GPT3,37
Human,AI,OriginalityAI,Yes,Human,870
AI,Human,Sapling,NA,GPT4,613
AI,Human,OriginalityAI,NA,GPT3,588
Human,Human,GPTZero,Yes,Human,219
AI,Human,HFOpenAI,NA,GPT4,226
Human,AI,Sapling,No,Human,356
AI,Human,ZeroGPT,NA,GPT4,606
AI,Human,OriginalityAI,NA,GPT4,649
AI,AI,GPTZero,NA,GPT4,458
Human,Human,Crossplag,Yes,Human,819
AI,Human,Quil,NA,GPT3,72
AI,Human,Sapling,NA,GPT4,714
AI,AI,Sapling,NA,GPT3,29
Human,Human,Quil,Yes,Human,290
AI,AI,GPTZero,NA,GPT3,66
AI,Human,GPTZero,NA,GPT4,235
AI,Human,HFOpenAI,NA,GPT3,58
Human,AI,Quil,No,Human,900
AI,Human,Crossplag,NA,GPT4,520
Human,Human,OriginalityAI,Yes,Human,97
AI,Human,Crossplag,NA,GPT4,562
AI,AI,OriginalityAI,NA,GPT3,416
AI,Human,Quil,NA,GPT4,911
Human,Human,GPTZero,Yes,Human,735
Human,Human,GPTZero,Yes,Human,830
Human,Human,ZeroGPT,Yes,Human,851
AI,Human,GPTZero,NA,GPT3,41
Human,Human,ZeroGPT,No,Human,453
Human,AI,GPTZero,No,Human,217
Human,Human,ZeroGPT,Yes,Human,79
AI,Human,Quil,NA,GPT4,330
AI,Human,Quil,NA,GPT3,656
Human,AI,HFOpenAI,No,Human,55
AI,AI,OriginalityAI,NA,GPT3,666
AI,Human,GPTZero,NA,GPT4,54
AI,AI,OriginalityAI,NA,GPT4,721
Human,Human,GPTZero,Yes,Human,99
AI,Human,Quil,NA,GPT4,922
Human,AI,Quil,No,Human,377
Human,Human,OriginalityAI,Yes,Human,190
AI,Human,Quil,NA,GPT4,597
Human,Human,Quil,Yes,Human,116
Human,Human,Crossplag,Yes,Human,913
Human,Human,Crossplag,No,Human,901
AI,AI,Crossplag,NA,GPT4,728
AI,Human,GPTZero,NA,GPT4,601
Human,Human,Quil,Yes,Human,314
AI,Human,Crossplag,NA,GPT4,92
AI,AI,Quil,NA,GPT3,31
AI,Human,GPTZero,NA,GPT3,896
AI,AI,OriginalityAI,NA,GPT3,41
AI,Human,HFOpenAI,NA,GPT4,499
Human,Human,Crossplag,Yes,Human,816
Human,AI,Sapling,No,Human,403
Human,Human,HFOpenAI,No,Human,293
Human,Human,GPTZero,No,Human,924
AI,AI,Quil,NA,GPT4,449
AI,Human,HFOpenAI,NA,GPT4,715
AI,AI,Crossplag,NA,GPT3,478
AI,AI,OriginalityAI,NA,GPT4,87
Human,Human,ZeroGPT,Yes,Human,838
AI,Human,GPTZero,NA,GPT4,121
AI,Human,HFOpenAI,NA,GPT3,647
Human,Human,ZeroGPT,Yes,Human,150
AI,Human,Quil,NA,GPT3,586
Human,AI,GPTZero,No,Human,403
Human,Human,GPTZero,Yes,Human,817
AI,Human,HFOpenAI,NA,GPT4,514
AI,Human,HFOpenAI,NA,GPT3,383
Human,Human,ZeroGPT,Yes,Human,247
Human,Human,Quil,Yes,Human,237
AI,AI,OriginalityAI,NA,GPT4,618
Human,Human,OriginalityAI,Yes,Human,117
AI,Human,GPTZero,NA,GPT3,23
Human,Human,OriginalityAI,Yes,Human,742
AI,Human,Sapling,NA,GPT3,63
AI,Human,HFOpenAI,NA,GPT4,172
AI,Human,Crossplag,NA,GPT4,643
AI,Human,HFOpenAI,NA,GPT4,530
AI,Human,HFOpenAI,NA,GPT4,653
AI,Human,Crossplag,NA,GPT4,669
Human,Human,ZeroGPT,Yes,Human,787
AI,Human,Crossplag,NA,GPT4,667
AI,Human,OriginalityAI,NA,GPT3,595
Human,Human,OriginalityAI,Yes,Human,749
AI,Human,Quil,NA,GPT3,521
AI,Human,Sapling,NA,GPT4,639
Human,Human,GPTZero,Yes,Human,857
Human,Human,Crossplag,Yes,Human,860
Human,Human,GPTZero,Yes,Human,395
AI,Human,GPTZero,NA,GPT4,232
Human,Human,Crossplag,Yes,Human,391
Human,Human,GPTZero,Yes,Human,224
AI,Human,Crossplag,NA,GPT3,482
Human,Human,GPTZero,Yes,Human,456
Human,Human,GPTZero,Yes,Human,869
AI,Human,GPTZero,NA,GPT4,105
Human,AI,Quil,No,Human,267
AI,Human,Quil,NA,GPT4,226
AI,Human,Crossplag,NA,GPT4,154
Human,Human,Crossplag,Yes,Human,432
Human,AI,HFOpenAI,No,Human,323
Human,Human,ZeroGPT,Yes,Human,164
AI,Human,Quil,NA,GPT4,285
AI,Human,ZeroGPT,NA,GPT3,32
Human,Human,Sapling,Yes,Human,157
Human,AI,OriginalityAI,No,Human,334
AI,Human,Crossplag,NA,GPT4,375
AI,Human,OriginalityAI,NA,GPT4,54
AI,Human,HFOpenAI,NA,GPT4,393
AI,Human,ZeroGPT,NA,GPT4,607
AI,Human,ZeroGPT,NA,GPT3,588
Human,Human,ZeroGPT,Yes,Human,252
AI,AI,OriginalityAI,NA,GPT3,13
AI,Human,Sapling,NA,GPT3,384
AI,Human,ZeroGPT,NA,GPT3,663
AI,AI,ZeroGPT,NA,GPT3,221
AI,Human,Crossplag,NA,GPT3,531
AI,Human,OriginalityAI,NA,GPT4,367
Human,Human,HFOpenAI,Yes,Human,778
AI,Human,Quil,NA,GPT4,392
AI,Human,GPTZero,NA,GPT3,366
AI,AI,Quil,NA,GPT3,670
Human,Human,HFOpenAI,Yes,Human,47
Human,AI,GPTZero,No,Human,345
AI,Human,OriginalityAI,NA,GPT4,718
Human,Human,Quil,Yes,Human,143
Human,Human,GPTZero,Yes,Human,729
Human,Human,OriginalityAI,Yes,Human,402
Human,Human,HFOpenAI,Yes,Human,825
AI,Human,ZeroGPT,NA,GPT4,649
AI,Human,Quil,NA,GPT3,642
AI,AI,OriginalityAI,NA,GPT3,572
AI,Human,ZeroGPT,NA,GPT3,24
AI,Human,Crossplag,NA,GPT4,625
AI,Human,HFOpenAI,NA,GPT4,305
Human,Human,HFOpenAI,Yes,Human,750
Human,AI,Crossplag,Yes,Human,843
Human,Human,HFOpenAI,No,Human,542
Human,Human,Sapling,No,Human,300
AI,Human,GPTZero,NA,GPT4,441
Human,AI,Sapling,No,Human,242
AI,AI,Quil,NA,GPT4,609
AI,Human,Quil,NA,GPT4,523
AI,AI,Sapling,NA,GPT4,87
AI,AI,Quil,NA,GPT3,17
Human,Human,GPTZero,Yes,Human,116
AI,Human,Quil,NA,GPT4,312
AI,Human,Crossplag,NA,GPT4,475
AI,Human,OriginalityAI,NA,GPT4,614
Human,AI,Crossplag,No,Human,371
Human,AI,ZeroGPT,No,Human,543
AI,AI,ZeroGPT,NA,GPT3,442
AI,Human,OriginalityAI,NA,GPT3,284
Human,Human,Sapling,Yes,Human,365
Human,Human,Quil,Yes,Human,51
AI,AI,Sapling,NA,GPT3,387
AI,Human,ZeroGPT,NA,GPT3,384
AI,Human,Quil,NA,GPT4,613
AI,Human,HFOpenAI,NA,GPT4,208
Human,Human,GPTZero,Yes,Human,787
AI,Human,Crossplag,NA,GPT3,408
AI,AI,Sapling,NA,GPT3,468
Human,Human,HFOpenAI,Yes,Human,821
Human,Human,Sapling,Yes,Human,548
AI,Human,Crossplag,NA,GPT3,663
AI,AI,Crossplag,NA,GPT3,315
Human,Human,GPTZero,Yes,Human,185
AI,Human,Quil,NA,GPT4,354
AI,Human,ZeroGPT,NA,GPT4,555
AI,Human,Sapling,NA,GPT3,74
AI,Human,Crossplag,NA,GPT3,461
AI,Human,Quil,NA,GPT4,653
AI,AI,HFOpenAI,NA,GPT3,435
Human,Human,OriginalityAI,Yes,Human,848
Human,Human,OriginalityAI,Yes,Human,44
AI,Human,ZeroGPT,NA,GPT4,502
Human,Human,Quil,Yes,Human,365
Human,Human,ZeroGPT,Yes,Human,809
AI,AI,GPTZero,NA,GPT3,684
Human,AI,OriginalityAI,No,Human,431
Human,Human,Crossplag,Yes,Human,743
Human,Human,Sapling,Yes,Human,112
AI,AI,Sapling,NA,GPT4,198
AI,Human,HFOpenAI,NA,GPT4,555
Human,Human,HFOpenAI,Yes,Human,549
AI,Human,Sapling,NA,GPT3,706
AI,Human,ZeroGPT,NA,GPT4,489
AI,Human,Crossplag,NA,GPT4,505
AI,AI,Quil,NA,GPT4,367
Human,Human,Crossplag,Yes,Human,872
Human,Human,OriginalityAI,Yes,Human,761
AI,Human,GPTZero,NA,GPT4,256
AI,Human,GPTZero,NA,GPT3,2
Human,AI,HFOpenAI,No,Human,329
Human,Human,Crossplag,Yes,Human,856
AI,Human,Crossplag,NA,GPT4,623
AI,Human,OriginalityAI,NA,GPT4,707
AI,AI,ZeroGPT,NA,GPT3,508
AI,AI,HFOpenAI,NA,GPT4,559
AI,Human,Sapling,NA,GPT3,474
Human,Human,ZeroGPT,Yes,Human,735
AI,Human,Crossplag,NA,GPT4,393
Human,AI,Sapling,No,Human,490
Human,AI,Crossplag,No,Human,296
Human,Human,Crossplag,Yes,Human,795
Human,AI,Crossplag,No,Human,62
AI,AI,Crossplag,NA,GPT4,84
AI,AI,Sapling,NA,GPT3,220
AI,AI,HFOpenAI,NA,GPT4,106
AI,AI,Sapling,NA,GPT3,36
AI,Human,HFOpenAI,NA,GPT4,536
Human,AI,Quil,No,Human,343
AI,Human,GPTZero,NA,GPT4,911
Human,Human,OriginalityAI,Yes,Human,810
Human,Human,Quil,Yes,Human,222
Human,Human,OriginalityAI,Yes,Human,770
AI,Human,Sapling,NA,GPT4,895
AI,Human,OriginalityAI,NA,GPT4,437
Human,Human,OriginalityAI,Yes,Human,880
AI,Human,Quil,NA,GPT3,2
AI,AI,Sapling,NA,GPT3,435
AI,Human,Sapling,NA,GPT4,664
Human,Human,Crossplag,Yes,Human,854
Human,Human,Sapling,Yes,Human,466
AI,Human,HFOpenAI,NA,GPT4,639
Human,Human,ZeroGPT,No,Human,274
AI,Human,ZeroGPT,NA,GPT3,202
AI,Human,HFOpenAI,NA,GPT4,261
AI,Human,Crossplag,NA,GPT3,383
AI,Human,HFOpenAI,NA,GPT3,631
AI,AI,HFOpenAI,NA,GPT3,538
Human,Human,Crossplag,Yes,Human,151
AI,AI,Quil,NA,GPT4,726
AI,AI,Sapling,NA,GPT4,109
Human,Human,OriginalityAI,Yes,Human,241
AI,AI,Crossplag,NA,GPT4,138
AI,Human,Crossplag,NA,GPT3,564
AI,Human,Crossplag,NA,GPT4,234
AI,Human,Sapling,NA,GPT4,235
AI,Human,ZeroGPT,NA,GPT3,708
Human,Human,Crossplag,Yes,Human,824
AI,Human,Quil,NA,GPT3,576
Human,AI,ZeroGPT,No,Human,544
AI,Human,GPTZero,NA,GPT4,258
Human,Human,OriginalityAI,Yes,Human,849
AI,AI,Crossplag,NA,GPT4,425
AI,Human,Sapling,NA,GPT4,922
Human,Human,Crossplag,No,Human,75
AI,AI,Crossplag,NA,GPT4,559
AI,Human,Quil,NA,GPT4,339
AI,Human,Quil,NA,GPT4,414
Human,AI,Sapling,No,Human,260
Human,Human,GPTZero,Yes,Human,759
AI,Human,GPTZero,NA,GPT4,316
Human,Human,Crossplag,Yes,Human,883
AI,AI,Quil,NA,GPT4,722
AI,AI,OriginalityAI,NA,GPT4,606
AI,AI,Quil,NA,GPT4,528
AI,Human,Sapling,NA,GPT4,291
AI,Human,Quil,NA,GPT4,649
AI,Human,GPTZero,NA,GPT3,42
AI,Human,GPTZero,NA,GPT4,912
Human,Human,Quil,Yes,Human,486
Human,AI,OriginalityAI,No,Human,333
AI,Human,Crossplag,NA,GPT4,581
AI,AI,OriginalityAI,NA,GPT4,182
AI,Human,Crossplag,NA,GPT3,26
Human,Human,Sapling,Yes,Human,890
Human,AI,Sapling,No,Human,62
Human,Human,HFOpenAI,Yes,Human,115
AI,AI,OriginalityAI,NA,GPT4,159
Human,Human,ZeroGPT,Yes,Human,241
AI,AI,Sapling,NA,GPT4,562
Human,Human,Quil,Yes,Human,388
AI,Human,Sapling,NA,GPT3,647
AI,Human,Crossplag,NA,GPT4,54
Human,Human,ZeroGPT,No,Human,910
AI,Human,GPTZero,NA,GPT3,468
AI,Human,GPTZero,NA,GPT4,555
AI,Human,Sapling,NA,GPT4,376
Human,Human,HFOpenAI,Yes,Human,801
Human,Human,ZeroGPT,Yes,Human,110
Human,Human,OriginalityAI,Yes,Human,424
AI,Human,Quil,NA,GPT4,207
Human,Human,ZeroGPT,Yes,Human,362
AI,AI,Sapling,NA,GPT4,254
AI,Human,Sapling,NA,GPT3,892
AI,AI,ZeroGPT,NA,GPT4,160
AI,Human,Quil,NA,GPT3,507
Human,Human,OriginalityAI,Yes,Human,130
AI,Human,ZeroGPT,NA,GPT4,664
Human,AI,HFOpenAI,No,Human,525
AI,AI,HFOpenAI,NA,GPT3,15
AI,Human,Quil,NA,GPT3,28
AI,AI,Quil,NA,GPT3,676
AI,AI,OriginalityAI,NA,GPT3,580
AI,Human,Quil,NA,GPT4,480
AI,AI,OriginalityAI,NA,GPT4,406
Human,Human,GPTZero,Yes,Human,127
AI,Human,Crossplag,NA,GPT3,38
AI,Human,HFOpenAI,NA,GPT3,26
AI,Human,GPTZero,NA,GPT4,228
Human,Human,Crossplag,No,Human,338
AI,Human,HFOpenAI,NA,GPT4,136
Human,AI,OriginalityAI,No,Human,301
AI,Human,GPTZero,NA,GPT4,270
AI,Human,Quil,NA,GPT3,58
AI,Human,GPTZero,NA,GPT4,520
AI,AI,Crossplag,NA,GPT4,254
AI,Human,Quil,NA,GPT4,258
AI,Human,Crossplag,NA,GPT3,384
Human,Human,Crossplag,Yes,Human,407
AI,Human,Sapling,NA,GPT4,514
AI,Human,Sapling,NA,GPT4,652
AI,AI,HFOpenAI,NA,GPT4,169
AI,Human,Quil,NA,GPT4,519
Human,Human,OriginalityAI,Yes,Human,830
AI,AI,GPTZero,NA,GPT3,381
Human,Human,Sapling,Yes,Human,165
Human,Human,OriginalityAI,Yes,Human,413
AI,AI,OriginalityAI,NA,GPT4,92
AI,Human,ZeroGPT,NA,GPT3,567
Human,Human,HFOpenAI,Yes,Human,289
AI,Human,HFOpenAI,NA,GPT4,457
AI,Human,Quil,NA,GPT4,380
AI,Human,Quil,NA,GPT4,172
Human,Human,Crossplag,Yes,Human,448
AI,Human,ZeroGPT,NA,GPT4,318
AI,AI,Crossplag,NA,GPT3,515
AI,Human,Crossplag,NA,GPT3,576
Human,Human,Sapling,Yes,Human,473
Human,Human,Quil,Yes,Human,192
Human,Human,OriginalityAI,Yes,Human,790
AI,Human,ZeroGPT,NA,GPT4,317
Human,Human,OriginalityAI,Yes,Human,787
AI,Human,HFOpenAI,NA,GPT3,18
AI,Human,GPTZero,NA,GPT3,524
AI,AI,OriginalityAI,NA,GPT3,563
Human,Human,GPTZero,Yes,Human,391
Human,AI,Quil,No,Human,304
Human,Human,ZeroGPT,Yes,Human,844
Human,Human,HFOpenAI,Yes,Human,772
AI,Human,GPTZero,NA,GPT4,358
AI,Human,ZeroGPT,NA,GPT3,575
AI,Human,GPTZero,NA,GPT3,37
AI,Human,ZeroGPT,NA,GPT3,384
Human,Human,GPTZero,Yes,Human,396
AI,Human,Crossplag,NA,GPT4,124
Human,Human,HFOpenAI,Yes,Human,157
AI,Human,GPTZero,NA,GPT3,521
AI,AI,Crossplag,NA,GPT3,577
AI,AI,OriginalityAI,NA,GPT4,562
AI,AI,Sapling,NA,GPT4,139
Human,Human,OriginalityAI,Yes,Human,361
AI,AI,ZeroGPT,NA,GPT4,208
Human,AI,ZeroGPT,No,Human,344
AI,Human,GPTZero,NA,GPT4,554
Human,AI,OriginalityAI,No,Human,262
AI,AI,Quil,NA,GPT3,29
Human,Human,HFOpenAI,Yes,Human,362
AI,AI,HFOpenAI,NA,GPT3,730
AI,AI,OriginalityAI,NA,GPT4,95
Human,Human,OriginalityAI,Yes,Human,778
Human,Human,Crossplag,Yes,Human,814
Human,Human,GPTZero,No,Human,910
Human,Human,OriginalityAI,Yes,Human,175
AI,Human,Sapling,NA,GPT3,366
Human,Human,Quil,Yes,Human,331
AI,Human,HFOpenAI,NA,GPT4,353
AI,AI,ZeroGPT,NA,GPT3,439
AI,Human,OriginalityAI,NA,GPT3,659
AI,Human,Quil,NA,GPT3,732
AI,Human,HFOpenAI,NA,GPT3,583
Human,AI,GPTZero,No,Human,306
Human,Human,Crossplag,Yes,Human,773
Human,Human,OriginalityAI,Yes,Human,811
AI,AI,ZeroGPT,NA,GPT3,570
Human,Human,ZeroGPT,No,Human,415
Human,Human,Crossplag,Yes,Human,94
AI,Human,GPTZero,NA,GPT4,483
AI,Human,ZeroGPT,NA,GPT4,621
Human,AI,HFOpenAI,No,Human,275
Human,Human,GPTZero,Yes,Human,125
AI,AI,GPTZero,NA,GPT4,113
AI,AI,Quil,NA,GPT3,589
Human,Human,Quil,Yes,Human,212
AI,AI,OriginalityAI,NA,GPT4,597
Human,Human,HFOpenAI,Yes,Human,915
AI,Human,GPTZero,NA,GPT4,626
Human,Human,OriginalityAI,Yes,Human,781
Human,Human,OriginalityAI,Yes,Human,784
AI,Human,HFOpenAI,NA,GPT4,717
AI,AI,HFOpenAI,NA,GPT4,326
AI,Human,GPTZero,NA,GPT4,643
Human,Human,OriginalityAI,Yes,Human,252
Human,Human,HFOpenAI,Yes,Human,794
AI,Human,Crossplag,NA,GPT4,680
AI,AI,Crossplag,NA,GPT3,494
AI,AI,Sapling,NA,GPT3,593
AI,Human,GPTZero,NA,GPT4,305
AI,Human,ZeroGPT,NA,GPT4,623
Human,Human,HFOpenAI,Yes,Human,885
AI,Human,GPTZero,NA,GPT4,199
AI,AI,HFOpenAI,NA,GPT4,679
Human,AI,OriginalityAI,No,Human,335
AI,Human,Sapling,NA,GPT4,653
AI,Human,Crossplag,NA,GPT3,580
Human,Human,Crossplag,Yes,Human,540
AI,AI,GPTZero,NA,GPT3,541
AI,Human,Crossplag,NA,GPT4,401
AI,Human,HFOpenAI,NA,GPT3,688
AI,Human,Quil,NA,GPT3,24
AI,AI,ZeroGPT,NA,GPT3,203
AI,AI,Crossplag,NA,GPT3,41
Human,Human,GPTZero,Yes,Human,810
Human,Human,ZeroGPT,Yes,Human,796
AI,AI,Quil,NA,GPT4,675
AI,AI,Sapling,NA,GPT4,644
AI,Human,Quil,NA,GPT4,581
Human,Human,HFOpenAI,Yes,Human,395
AI,Human,OriginalityAI,NA,GPT4,372
Human,Human,HFOpenAI,Yes,Human,757
AI,AI,HFOpenAI,NA,GPT3,566
Human,Human,Quil,Yes,Human,97
Human,Human,Sapling,Yes,Human,79
AI,Human,ZeroGPT,NA,GPT3,21
AI,Human,GPTZero,NA,GPT4,376
Human,Human,HFOpenAI,Yes,Human,881
AI,Human,OriginalityAI,NA,GPT4,557
AI,Human,Quil,NA,GPT4,499
AI,Human,GPTZero,NA,GPT4,654
Human,AI,ZeroGPT,No,Human,349
AI,Human,ZeroGPT,NA,GPT4,500
AI,Human,Crossplag,NA,GPT4,91
AI,Human,ZeroGPT,NA,GPT3,610
AI,AI,ZeroGPT,NA,GPT3,637
AI,Human,Crossplag,NA,GPT4,358
AI,Human,Quil,NA,GPT4,358
Human,Human,GPTZero,Yes,Human,844
AI,Human,OriginalityAI,NA,GPT3,4
AI,AI,OriginalityAI,NA,GPT4,699
AI,AI,Crossplag,NA,GPT4,712
Human,Human,GPTZero,Yes,Human,873
AI,AI,Crossplag,NA,GPT4,152
Human,Human,Sapling,Yes,Human,904
Human,Human,Crossplag,Yes,Human,193
AI,Human,ZeroGPT,NA,GPT3,61
AI,AI,GPTZero,NA,GPT4,182
AI,Human,ZeroGPT,NA,GPT3,529
AI,AI,Quil,NA,GPT3,14
Human,Human,Quil,Yes,Human,395
AI,AI,OriginalityAI,NA,GPT4,154
AI,Human,ZeroGPT,NA,GPT3,464
AI,Human,GPTZero,NA,GPT4,710
